Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
69,746,"1,026.84","1,413.41","1,947.58","2,678.35","3,668.16","4,963.98","6,711.87","8,938.57","11,797.33","15,151.85","18,729.55","22,488.52","26,337.93","29,461.24","32,976.30","34,834.92","37,188.45","37,122.83","38,455.03","36,802.56","35,591.75","32,860.50","31,565.30","30,425.50","29,648.68","30,299.97","30,562.24","32,196.39","33,149.31","35,058.94"
70,746,"1,027.95","1,416.45","1,946.85","2,673.63","3,661.24","4,999.46","6,794.41","9,166.25","12,282.02","16,272.78","20,343.59","24,899.45","28,337.72","30,333.24","32,329.25","33,344.00","33,135.17","33,934.29","33,300.11","33,180.05","32,895.88","33,690.27","34,673.54","35,794.76","37,430.35","36,123.22","37,262.92","34,732.32","33,325.06","32,959.88"
71,746,"1,028.31","1,417.45","1,951.76","2,670.79","3,651.24","4,982.54","6,752.38","9,071.21","11,939.39","15,520.55","18,798.25","21,764.62","25,092.65","27,452.44","30,938.49","33,336.20","34,786.26","34,295.15","32,806.23","31,330.26","29,882.63","30,515.46","29,669.89","30,922.74","30,528.44","31,601.95","32,618.53","33,409.26","33,597.10","33,888.06"
72,746,"1,028.18","1,417.10","1,944.84","2,674.49","3,657.51","4,993.83","6,791.36","9,106.46","12,002.03","15,786.54","19,477.32","23,888.15","26,947.89","30,459.68","32,408.78","34,518.65","34,667.38","34,996.91","34,581.37","33,985.70","34,239.66","33,835.04","33,163.80","32,763.33","31,706.20","32,166.68","31,530.81","32,038.22","32,827.98","31,609.23"
73,746,"1,028.94","1,419.20","1,951.80","2,672.66","3,665.42","5,010.04","6,767.09","8,989.80","12,028.02","15,439.78","19,696.69","24,236.77","28,477.94","31,413.64","33,865.93","34,830.53","33,555.24","34,484.65","33,463.86","32,831.28","32,146.57","31,187.91","31,359.03","30,894.06","30,420.19","30,653.46","30,915.25","32,045.40","32,908.54","33,411.82"
74,746,"1,027.78","1,415.98","1,949.34","2,665.57","3,655.37","4,988.23","6,734.76","8,972.58","11,967.32","15,503.16","19,531.50","24,127.97","27,895.56","30,937.78","33,337.64","33,894.05","35,340.46","35,121.48","36,437.16","36,819.41","35,514.94","35,002.59","32,771.11","32,060.08","31,640.70","31,233.16","31,832.94","32,166.04","33,401.32","34,850.08"
75,746,"1,028.39","1,417.67","1,953.39","2,683.67","3,671.15","4,989.29","6,763.56","9,104.04","11,974.21","15,636.74","18,950.96","22,324.78","24,855.12","26,347.73","28,427.59","30,037.14","32,040.43","33,661.72","34,813.10","34,162.72","34,302.88","33,955.84","34,545.60","34,914.83","35,187.64","34,596.35","34,040.53","33,067.25","32,829.70","33,198.15"
76,746,"1,028.30","1,417.42","1,945.66","2,664.44","3,649.12","4,972.42","6,747.29","9,021.40","11,931.63","15,586.75","18,988.86","22,602.59","25,732.74","27,826.77","30,010.22","31,107.53","31,859.87","32,172.49","33,285.75","32,889.03","32,161.78","31,555.22","30,803.54","30,330.12","31,192.59","30,625.33","32,177.89","31,414.76","32,222.86","32,757.82"
77,746,"1,027.78","1,416.00","1,945.48","2,674.32","3,652.01","4,974.45","6,756.80","9,073.55","11,884.79","15,507.24","18,881.77","22,946.41","25,636.52","28,639.29","29,970.72","30,849.26","32,365.28","32,842.80","33,747.85","33,143.95","33,651.96","32,558.01","33,372.55","32,498.41","31,727.91","32,162.92","31,752.53","31,557.72","31,856.18","31,762.18"
78,746,"1,029.32","1,420.24","1,952.63","2,685.54","3,665.56","4,957.85","6,672.97","8,935.39","11,923.42","15,372.73","19,652.19","23,636.70","27,539.46","30,722.50","32,160.35","32,490.98","33,098.20","33,361.10","34,661.49","35,234.20","35,789.18","34,768.32","34,331.05","32,815.17","32,220.55","30,984.13","30,364.93","29,741.76","30,572.96","31,669.09"
79,746,"1,026.46","1,412.35","1,942.32","2,669.65","3,660.21","4,952.69","6,717.67","9,024.71","12,002.72","15,731.56","19,408.15","23,645.19","26,076.16","29,862.00","31,694.27","33,414.32","33,576.72","33,996.87","34,200.65","34,699.38","34,485.74","35,029.03","33,684.56","34,267.08","32,958.43","31,869.76","31,946.56","31,590.97","31,948.28","33,169.82"
80,746,"1,028.29","1,417.41","1,953.17","2,677.46","3,660.19","4,973.61","6,710.33","8,968.88","12,003.72","15,346.45","19,271.71","22,706.22","25,492.36","27,571.93","29,660.29","29,829.80","29,922.33","30,881.09","31,529.75","32,792.31","33,285.01","33,600.99","32,810.21","31,563.03","30,365.46","30,006.02","29,169.74","30,600.90","31,157.16","32,831.61"
81,746,"1,027.64","1,415.62","1,943.24","2,665.74","3,648.59","4,936.83","6,632.35","8,961.92","11,985.21","15,477.15","19,794.38","23,489.05","27,218.10","30,734.21","33,297.60","35,057.05","36,651.74","37,301.51","38,223.20","37,352.74","37,108.92","36,489.47","35,251.81","35,806.10","35,144.25","33,928.29","34,243.64","33,594.26","32,787.08","32,302.84"
82,746,"1,027.56","1,415.40","1,947.34","2,676.49","3,650.44","4,968.94","6,698.12","8,942.09","11,985.66","15,550.66","20,219.35","24,920.02","28,274.65","30,852.88","31,540.92","32,158.67","32,104.00","31,383.01","31,531.85","31,698.69","32,616.89","32,518.68","33,974.76","33,813.92","34,648.92","35,926.21","34,466.12","34,907.07","34,272.11","34,290.38"
83,746,"1,028.65","1,418.40","1,947.52","2,670.29","3,651.59","4,962.75","6,697.94","8,952.26","11,870.10","15,514.83","19,591.96","24,454.67","28,860.85","32,747.75","34,624.61","35,180.05","35,647.39","34,853.28","35,775.01","36,294.03","37,078.02","37,246.54","37,887.58","37,093.13","35,382.15","34,922.21","34,157.67","34,368.37","34,845.75","35,363.95"
84,746,"1,028.20","1,417.16","1,949.40","2,673.18","3,640.33","4,951.60","6,670.36","8,954.96","11,885.99","15,562.36","19,440.54","22,998.97","26,081.92","28,601.96","30,890.82","33,011.62","34,527.38","34,832.42","34,947.66","32,987.63","32,760.29","31,293.35","31,450.25","30,887.61","32,022.89","31,968.66","33,310.19","33,671.97","33,537.21","32,901.41"
85,746,"1,028.44","1,417.80","1,953.36","2,685.28","3,657.18","4,990.77","6,780.52","9,051.43","12,097.40","15,643.02","20,067.83","23,928.94","27,869.86","30,949.47","32,824.79","34,141.70","33,540.10","34,090.51","33,239.42","33,186.89","33,929.04","33,299.00","33,006.92","31,764.52","31,786.97","31,477.96","32,097.85","32,856.80","32,281.48","32,314.49"
86,746,"1,028.45","1,417.85","1,953.11","2,681.00","3,665.71","4,959.03","6,697.68","8,944.36","11,869.62","15,337.65","19,189.30","23,387.29","26,837.98","30,392.01","31,456.64","33,700.19","34,221.53","33,566.85","34,530.67","33,608.71","32,765.34","31,770.36","30,079.77","28,459.02","28,717.68","28,210.04","28,352.26","29,519.91","30,078.92","31,415.78"
87,746,"1,028.01","1,416.63","1,952.18","2,676.59","3,671.48","4,983.43","6,715.80","9,067.75","12,139.99","15,657.38","19,529.32","22,668.26","25,284.13","27,533.74","28,590.72","29,627.45","29,906.12","30,003.06","30,696.21","30,427.86","30,411.41","30,900.29","31,362.97","31,469.94","31,636.40","31,398.57","31,773.95","32,120.37","32,772.94","32,039.73"
88,746,"1,027.89","1,416.30","1,950.74","2,681.43","3,662.26","5,005.28","6,798.10","9,129.06","12,081.49","15,964.52","19,572.75","24,270.45","27,135.79","30,955.22","33,375.90","35,857.21","35,676.69","35,653.94","34,917.92","34,888.85","35,641.40","35,768.46","36,226.78","35,945.31","35,740.40","34,410.83","34,218.20","33,652.42","32,517.82","31,881.82"
89,746,"1,029.54","1,420.86","1,956.26","2,685.10","3,656.03","4,993.17","6,764.91","8,980.13","11,982.61","15,344.07","18,976.87","22,605.52","25,276.17","27,859.00","29,693.67","32,262.25","33,353.99","35,020.07","36,040.49","37,038.91","35,599.77","34,101.72","31,464.14","29,914.50","29,629.90","28,922.55","29,927.80","30,720.91","30,479.17","32,361.85"
90,746,"1,029.45","1,420.60","1,954.47","2,686.21","3,672.84","5,014.24","6,801.78","9,144.00","12,190.90","16,092.65","20,301.81","24,404.77","27,635.96","30,133.82","31,236.61","32,384.44","32,748.55","33,438.77","34,227.65","34,979.47","34,036.14","33,564.46","33,235.30","32,102.09","33,485.02","32,677.96","33,342.58","31,797.36","30,454.72","30,553.48"
91,746,"1,027.65","1,415.65","1,947.97","2,670.08","3,639.77","4,938.73","6,715.29","9,046.47","11,870.97","15,434.10","19,196.63","22,619.29","27,121.83","29,915.83","32,957.83","33,685.24","33,881.64","34,331.51","33,327.06","33,434.39","33,253.93","33,483.83","33,364.03","34,612.26","33,361.52","34,334.50","34,324.42","34,746.57","35,495.38","35,931.83"
92,746,"1,028.00","1,416.59","1,951.01","2,682.77","3,659.90","4,986.32","6,739.63","9,088.99","12,146.60","15,888.13","20,437.33","23,978.71","27,726.02","29,347.85","30,350.20","30,046.29","31,149.54","31,401.54","32,984.49","33,314.43","33,620.11","33,907.95","33,060.56","32,446.85","31,716.74","30,065.35","30,231.52","30,109.28","30,697.69","31,047.62"
93,746,"1,029.58","1,420.96","1,953.47","2,681.10","3,665.04","4,990.16","6,758.92","9,122.54","12,107.18","16,021.72","19,991.19","24,273.48","27,889.19","29,869.21","32,320.32","33,635.19","34,357.01","34,930.04","34,895.97","33,239.41","33,366.39","32,689.72","32,351.57","33,223.19","33,526.54","34,170.27","35,093.15","35,745.04","36,811.82","36,428.69"
94,746,"1,028.59","1,418.24","1,953.73","2,680.10","3,659.27","4,993.58","6,709.24","9,054.92","12,061.56","15,858.50","19,682.45","24,120.50","27,205.16","30,682.73","33,529.18","33,883.75","35,145.06","33,267.42","32,334.14","31,063.00","29,963.88","28,912.09","29,496.51","29,540.55","30,159.32","31,797.03","31,705.66","32,221.77","32,610.03","32,809.28"
95,746,"1,027.45","1,415.09","1,945.97","2,672.09","3,651.72","4,982.58","6,771.39","9,043.03","12,013.40","15,626.47","19,543.37","23,500.58","27,033.99","29,471.80","31,481.41","33,604.05","34,020.29","34,016.62","34,543.28","34,242.00","35,275.08","36,227.75","36,491.46","37,486.97","36,479.26","36,329.00","36,312.45","34,107.46","34,792.45","32,145.41"
96,746,"1,028.45","1,417.85","1,949.87","2,669.87","3,648.55","4,938.37","6,646.96","8,918.20","11,903.33","15,581.49","19,836.30","24,013.17","27,241.93","29,918.67","31,486.77","32,524.66","34,145.27","34,139.32","35,018.65","33,799.62","32,610.58","30,627.00","30,231.15","29,862.08","31,071.10","30,712.00","30,436.51","30,357.01","28,826.60","29,505.89"
97,746,"1,029.38","1,420.40","1,952.24","2,677.94","3,672.57","4,997.83","6,748.70","9,038.07","11,965.37","15,643.76","19,626.36","23,860.68","27,742.99","30,541.22","32,977.99","34,512.24","35,575.90","36,411.25","37,073.43","35,626.75","34,555.96","33,691.18","33,224.43","31,960.43","33,114.31","32,477.33","32,066.80","32,583.27","32,795.52","32,589.00"
98,746,"1,026.97","1,413.76","1,947.72","2,678.70","3,664.04","4,962.58","6,734.83","8,976.05","11,988.24","15,238.23","19,167.88","22,569.72","26,044.65","28,552.14","31,047.65","32,084.88","33,601.40","33,596.55","33,451.94","33,614.41","33,380.46","33,179.73","33,854.94","32,423.46","32,874.83","33,059.64","32,659.94","33,281.04","33,732.78","33,482.23"
99,746,"1,027.78","1,415.99","1,950.45","2,673.25","3,655.18","4,990.50","6,723.49","9,057.20","12,081.75","15,961.00","20,319.33","24,037.04","27,810.74","29,550.65","31,365.68","32,021.42","31,669.31","32,235.10","32,126.04","33,396.65","33,171.06","33,257.21","33,644.75","33,753.94","34,678.40","34,770.00","35,086.44","33,211.76","33,705.96","32,647.35"
100,746,"1,028.55","1,418.12","1,946.64","2,674.62","3,669.01","4,993.34","6,787.52","9,102.26","12,073.66","15,468.38","19,611.42","23,106.94","27,517.00","30,913.46","34,162.62","36,438.81","37,819.29","37,602.37","36,707.07","34,339.85","34,102.06","31,622.06","32,698.07","32,635.66","32,727.38","33,801.91","33,964.34","32,885.97","33,392.45","33,076.29"
101,746,"1,027.71","1,415.81","1,947.53","2,674.48","3,650.85","4,975.73","6,722.89","8,937.02","11,954.30","15,368.19","19,390.96","24,027.88","27,318.10","31,043.97","32,562.10","34,464.35","34,032.20","34,373.42","33,576.97","33,598.51","33,033.71","32,236.45","32,057.43","32,270.03","32,887.28","34,285.68","34,630.56","36,026.72","35,934.73","35,734.74"
102,746,"1,028.26","1,417.33","1,951.10","2,682.97","3,657.74","4,996.69","6,702.49","8,980.64","11,932.25","15,238.38","19,212.68","22,014.42","25,673.70","27,951.34","31,277.29","33,450.96","34,427.96","35,624.62","35,293.81","34,715.10","35,092.63","33,227.15","32,574.08","30,748.16","29,983.83","29,483.53","29,170.79","30,250.00","31,105.88","33,074.87"
103,746,"1,029.29","1,420.15","1,954.36","2,677.19","3,667.05","4,963.57","6,700.46","9,024.01","12,073.55","15,690.21","19,936.59","23,660.95","26,759.40","30,210.85","32,523.37","34,990.23","35,431.63","36,153.63","34,908.70","34,724.72","34,419.62","34,468.25","35,198.35","34,354.59","35,248.47","34,569.09","35,227.54","35,040.94","35,357.83","35,232.55"
104,746,"1,027.73","1,415.85","1,946.46","2,664.52","3,643.07","4,935.41","6,677.37","9,022.37","11,986.31","15,688.19","19,912.54","23,815.68","27,745.84","30,785.08","33,230.50","35,259.99","36,895.42","38,396.79","38,451.87","36,766.59","34,619.32","32,215.99","31,648.25","30,556.90","30,111.93","30,436.15","30,906.62","32,414.99","32,530.31","32,366.45"
105,746,"1,029.18","1,419.84","1,950.45","2,673.41","3,660.78","4,991.36","6,739.72","8,944.73","11,990.36","15,086.54","19,347.60","23,259.24","26,047.22","29,234.76","31,110.22","32,812.36","35,057.49","34,966.74","34,779.93","34,803.08","33,587.59","34,782.30","33,702.92","34,093.58","33,612.66","34,081.04","34,247.81","35,448.36","34,447.21","34,934.65"
106,746,"1,029.04","1,419.47","1,954.57","2,675.82","3,666.29","4,982.30","6,724.19","9,010.35","11,968.01","15,571.28","19,743.59","24,016.29","28,637.90","31,865.70","35,173.60","35,336.06","36,802.75","35,522.83","35,643.80","35,355.35","35,101.96","35,696.44","35,866.06","36,710.75","36,861.14","37,288.46","37,666.54","37,247.14","37,235.49","35,845.96"
107,746,"1,029.32","1,420.23","1,953.90","2,685.55","3,682.74","4,991.49","6,694.66","9,039.94","12,041.11","15,917.65","20,480.82","24,245.79","28,370.66","30,179.48","32,911.76","33,731.65","33,790.73","33,721.26","33,598.39","34,283.27","33,557.13","33,360.96","32,962.30","31,046.85","31,974.39","30,970.53","32,432.32","33,388.30","34,554.81","35,304.46"
108,746,"1,028.79","1,418.77","1,951.48","2,682.49","3,678.76","4,982.79","6,742.92","8,980.52","11,873.76","15,005.00","18,720.78","22,454.92","26,229.95","29,537.27","30,764.04","32,642.42","32,860.38","34,716.06","34,384.58","34,808.29","33,869.59","32,164.91","30,596.84","29,870.71","29,330.90","28,912.58","28,659.30","28,876.52","28,571.11","30,116.27"
109,746,"1,028.23","1,417.23","1,952.16","2,682.28","3,657.87","4,988.26","6,743.55","9,110.85","12,006.85","15,681.35","19,579.42","23,543.92","27,179.93","30,408.38","31,948.87","32,803.34","32,555.15","31,647.40","30,825.50","29,646.96","30,116.98","30,065.74","31,489.23","32,399.62","31,989.75","31,327.80","30,055.44","29,143.43","29,428.47","30,061.27"
110,746,"1,029.45","1,420.61","1,952.15","2,682.79","3,674.64","5,005.59","6,797.58","9,100.75","12,147.24","15,945.79","20,126.57","24,591.05","27,937.82","31,162.40","33,468.70","35,447.52","36,049.09","36,073.05","34,487.03","33,715.80","33,139.35","32,086.30","31,552.72","30,661.91","31,031.91","31,651.12","33,451.78","35,346.99","34,945.12","34,820.46"
111,746,"1,029.17","1,419.81","1,949.79","2,672.18","3,665.60","4,979.15","6,702.96","9,021.95","11,885.57","15,522.69","18,965.11","22,481.39","25,696.75","28,648.11","31,288.74","31,919.95","33,149.62","33,388.57","34,306.66","34,575.75","34,087.11","33,569.92","32,230.87","32,574.52","32,958.03","32,745.29","32,209.56","32,194.54","30,425.90","30,285.37"
112,746,"1,029.33","1,420.27","1,955.28","2,684.13","3,663.66","5,005.64","6,788.23","9,148.65","12,208.63","16,165.79","20,469.05","25,294.76","28,834.00","31,323.22","33,111.47","33,450.82","33,657.72","32,696.32","33,193.42","31,681.40","33,080.57","32,794.95","32,826.90","33,470.11","32,585.59","32,456.72","32,386.31","33,026.90","33,602.80","34,362.51"
113,746,"1,029.08","1,419.59","1,956.12","2,681.88","3,675.80","5,019.98","6,786.86","9,094.54","11,973.40","15,620.50","19,239.11","23,338.45","26,760.95","29,283.41","31,572.87","31,459.69","32,888.98","32,486.29","33,530.43","34,211.81","34,722.62","35,326.71","34,808.55","34,401.48","34,360.01","34,280.94","34,988.49","33,621.69","33,864.27","33,122.22"
114,746,"1,026.55","1,412.61","1,942.10","2,666.25","3,650.98","4,979.73","6,750.16","9,074.70","12,048.17","15,853.11","20,069.34","24,416.02","28,443.18","32,184.77","34,700.33","36,058.32","36,197.58","36,571.36","36,641.73","36,815.92","35,705.43","35,892.04","33,596.27","33,947.70","32,633.67","32,282.54","32,282.93","32,383.68","31,951.48","32,360.58"
115,746,"1,026.63","1,412.82","1,942.86","2,661.73","3,642.04","4,943.21","6,694.47","9,009.72","12,070.24","15,930.94","20,119.50","24,502.74","26,932.75","29,360.61","30,120.39","30,302.30","30,630.91","30,437.48","31,384.46","32,548.83","33,986.06","35,670.25","36,185.10","36,270.59","36,676.08","36,339.28","34,885.17","35,169.97","33,345.18","33,279.74"
116,746,"1,027.02","1,413.91","1,946.73","2,676.89","3,670.46","5,006.76","6,792.61","9,148.73","12,085.27","15,975.42","19,638.91","23,413.35","26,629.63","29,235.33","31,096.67","31,685.15","32,374.75","32,621.21","33,335.25","34,318.62","34,465.52","34,521.96","35,132.59","33,946.34","34,333.61","34,387.78","34,177.85","35,035.56","34,329.52","33,386.90"
117,746,"1,029.51","1,420.75","1,955.84","2,688.79","3,678.76","5,001.17","6,709.60","9,013.12","11,822.92","15,660.99","19,386.08","24,079.14","28,434.60","31,002.70","33,897.68","33,985.91","35,075.90","35,392.92","35,861.03","36,446.02","37,091.53","35,613.38","35,792.30","33,689.58","33,893.35","34,089.92","34,252.92","34,725.62","34,854.30","33,695.95"
118,746,"1,027.67","1,415.70","1,945.97","2,671.70","3,656.54","4,944.47","6,708.20","9,023.14","11,916.90","15,626.47","19,547.05","23,084.90","26,611.08","29,246.70","31,470.73","33,946.32","35,820.06","35,640.86","34,967.07","34,403.40","32,610.12","33,336.95","32,807.97","33,988.59","34,814.36","36,160.48","36,558.29","36,809.36","36,250.24","36,323.08"
119,746,"1,027.56","1,415.40","1,948.15","2,673.63","3,653.33","4,992.15","6,773.67","9,119.73","12,098.42","15,625.07","19,264.36","22,400.88","24,933.63","27,435.16","28,638.77","29,618.49","29,772.86","30,460.27","30,968.37","32,580.55","33,342.83","33,938.94","34,832.36","35,115.59","35,971.29","36,500.96","37,297.15","37,933.93","37,350.39","37,851.76"
120,746,"1,027.72","1,415.83","1,949.77","2,674.39","3,664.42","4,985.41","6,769.53","9,107.92","12,191.79","15,899.32","20,358.67","24,650.36","28,764.93","32,825.05","35,574.41","37,330.16","36,493.44","36,905.97","36,212.44","35,015.71","35,511.81","33,399.80","33,701.39","32,706.40","33,414.93","34,088.03","33,093.88","34,244.57","32,349.26","33,550.60"
121,746,"1,029.22","1,419.97","1,955.92","2,675.22","3,665.15","5,001.35","6,785.13","9,079.04","11,913.68","15,184.06","18,375.73","21,904.93","25,220.10","29,148.78","31,540.22","33,511.41","34,720.65","35,107.52","35,036.54","33,678.94","32,410.16","30,494.07","29,117.15","29,496.39","29,374.61","30,159.06","31,435.88","31,436.29","31,583.01","32,010.98"
122,746,"1,029.13","1,419.72","1,955.04","2,688.80","3,663.29","5,006.49","6,799.53","9,176.43","12,129.66","15,592.75","19,448.62","22,311.55","26,038.40","28,995.94","31,625.69","33,857.23","34,504.38","35,627.29","36,065.15","36,145.49","36,000.13","34,635.80","33,168.80","32,133.86","30,562.82","31,163.06","31,136.74","32,711.02","33,312.40","33,732.14"
123,746,"1,026.68","1,412.97","1,946.88","2,675.74","3,656.31","4,990.93","6,742.04","9,073.38","12,143.70","15,982.83","20,329.33","24,694.11","27,247.97","29,698.09","30,512.21","31,406.13","30,976.64","31,549.77","31,521.81","32,439.46","33,375.93","32,706.38","32,006.79","30,726.59","28,991.05","28,710.96","27,999.89","27,865.59","27,904.12","27,826.83"
124,746,"1,026.65","1,412.88","1,940.76","2,667.44","3,653.51","4,990.52","6,706.34","8,931.11","11,829.74","15,223.54","18,601.66","22,928.76","26,039.42","28,536.22","30,896.19","30,449.56","30,258.59","30,854.90","31,193.06","32,149.45","33,717.58","32,927.19","34,222.24","33,782.84","34,911.41","35,807.53","36,311.38","37,427.96","37,227.51","36,856.14"
125,746,"1,029.58","1,420.95","1,954.18","2,677.01","3,657.17","4,956.29","6,706.78","8,930.30","11,944.62","15,368.60","19,172.27","23,022.60","25,800.13","27,482.75","30,000.82","31,266.01","31,497.83","33,502.80","32,345.85","32,774.31","33,386.50","34,021.51","35,312.64","34,776.61","34,174.39","33,773.52","33,563.19","33,672.02","34,961.55","35,233.15"
